uniprot_id,protein_name,organism,organism_id,gene_name,length,function
A0A1H9F265,A0A1H9F265_9ACTN Terpene synthase,Streptomyces radiopugnans,403935,SAMN05216481_10624,371,
A0A1H9K9W8,A0A1H9K9W8_9PSEU Terpene synthase,Lentzea flaviverrucosa,200379,SAMN05216195_103525,354,
A0A1H9KEH2,A0A1H9KEH2_9PSEU Terpene synthase,Lentzea albida,65499,SAMN04488000_105300,354,
A0A1H9LPG3,A0A1H9LPG3_9PSEU Terpene synthase,Lentzea xinjiangensis,402600,SAMN05216188_10839,358,
A0A1H9N4A4,A0A1H9N4A4_9ACTN Terpene synthase,Streptomyces qinglanensis,943816,SAMN05421870_10184,337,
A0A1H9NLB8,A0A1H9NLB8_9ACTN Terpene synthase,Streptomyces qinglanensis,943816,SAMN05421870_101467,739,
A0A1H9QMK5,A0A1H9QMK5_9PSEU Terpene synthase,Lentzea xinjiangensis,402600,SAMN05216188_113108,367,
A0A1H9TRQ4,A0A1H9TRQ4_9PSEU Terpene synthase,Lentzea xinjiangensis,402600,SAMN05216188_11929,329,
A0A1H9TSA5,A0A1H9TSA5_9PSEU Terpene synthase,Lentzea albida,65499,SAMN04488000_114159,704,
A0A1H9UNV2,A0A1H9UNV2_9PSEU Terpene synthase,Lentzea xinjiangensis,402600,SAMN05216188_12240,712,
A0A1H9UQK7,A0A1H9UQK7_9PSEU Terpene synthase,Actinokineospora terrae,155974,SAMN04487818_107419,357,
A0A1H9VMD4,A0A1H9VMD4_9PSEU Terpene synthase,Lentzea flaviverrucosa,200379,SAMN05216195_110147,714,
A0A1H9WGG0,A0A1H9WGG0_9ACTN Terpene synthase,Streptomyces qinglanensis,943816,SAMN05421870_117138,335,
A0A1H9X235,A0A1H9X235_9PSEU Terpene synthase,Lentzea albida,65499,SAMN04488000_126120,341,
A0A1H9XHR3,A0A1H9XHR3_9PSEU Terpene synthase,Actinokineospora terrae,155974,SAMN04487818_11572,335,
A0A1I0CNE0,A0A1I0CNE0_9PROT Terpene synthase,Nitrosomonas marina,917,SAMN05216326_11575,333,
A0A1I0HPI3,A0A1I0HPI3_9ACTN Terpene synthase,Nonomuraea wenchangensis,568860,SAMN05421811_104388,728,
A0A1I0L6W0,A0A1I0L6W0_9BACT Terpene synthase,Stigmatella erecta,83460,SAMN05443639_11982,761,
A0A1I0LLB3,A0A1I0LLB3_9ACTN Terpene synthase,Nonomuraea wenchangensis,568860,SAMN05421811_11936,333,
A0A1I0PFM7,A0A1I0PFM7_9BACT Terpene synthase,Chitinophaga arvensicola,29529,SAMN04488122_0759,312,
A0A1I0Q4J5,A0A1I0Q4J5_9FLAO Terpene synthase,Chryseobacterium wanjuense,356305,SAMN05421841_1657,334,
A0A1I0Q4R2,A0A1I0Q4R2_9FLAO Terpene synthase,Chryseobacterium wanjuense,356305,SAMN05421841_1656,342,
A0A1I0Q4W0,A0A1I0Q4W0_9FLAO Terpene synthase,Chryseobacterium wanjuense,356305,SAMN05421841_1658,337,
A0A1I0RGK9,A0A1I0RGK9_9FLAO Terpene synthase,Chryseobacterium wanjuense,356305,SAMN05421841_2654,336,
A0A1I0RMK6,A0A1I0RMK6_9FLAO Terpene synthase,Chryseobacterium wanjuense,356305,SAMN05421841_2932,311,
A0A1I0RMY0,A0A1I0RMY0_9BACT Terpene synthase,Chitinophaga arvensicola,29529,SAMN04488122_3126,321,
A0A1I0RQ94,A0A1I0RQ94_9BACT Terpene synthase,Chitinophaga arvensicola,29529,SAMN04488122_3216,317,
A0A1I0RSM2,A0A1I0RSM2_9FLAO Terpene synthase,Chryseobacterium wanjuense,356305,SAMN05421841_3178,331,
A0A1I0S3M1,A0A1I0S3M1_9FLAO Terpene synthase,Chryseobacterium wanjuense,356305,SAMN05421841_4050,335,
A0A1I0S8J4,A0A1I0S8J4_9BACT Terpene synthase,Chitinophaga arvensicola,29529,SAMN04488122_4848,324,
A0A1I0SA71,A0A1I0SA71_9BACT Terpene synthase,Chitinophaga arvensicola,29529,SAMN04488122_5400,377,
A0A1I1AC30,A0A1I1AC30_9BACT Terpene synthase,Algoriphagus aquimarinus,237018,SAMN04489723_1086,517,
A0A1I1BMP0,A0A1I1BMP0_9PSEU Terpene synthase,Amycolatopsis marina,490629,SAMN05216266_114131,744,
A0A1I1N3N3,A0A1I1N3N3_9ACTN Terpene synthase,Streptomyces aidingensis,910347,SAMN05421773_10792,748,
A0A1I1NAK8,A0A1I1NAK8_9ACTN Terpene synthase,Streptomyces aidingensis,910347,SAMN05421773_107218,304,
A0A1I1SJ68,A0A1I1SJ68_9BACT Terpene synthase,Nannocystis exedens,54,SAMN02745121_00071,378,
A0A1I1TT80,A0A1I1TT80_9ACTN Terpene synthase,Actinopolyspora alba,673379,SAMN04487819_101145,740,
A0A1I1WWG3,A0A1I1WWG3_9ACTN Terpene synthase,Actinopolyspora alba,673379,SAMN04487819_106155,714,
A0A1I1YX62,A0A1I1YX62_9BACT Terpene synthase,Nannocystis exedens,54,SAMN02745121_03526,346,
A0A1I1ZSU1,A0A1I1ZSU1_9BACT Terpene synthase,Nannocystis exedens,54,SAMN02745121_03945,784,
A0A1I2F6V8,A0A1I2F6V8_9BACT Terpene synthase,Nannocystis exedens,54,SAMN02745121_06483,328,
A0A1I2GTA2,A0A1I2GTA2_9ACTN Terpene synthase,Actinacidiphila alni,380248,SAMN05216251_109260,761,
A0A1I2J246,A0A1I2J246_9ACTN Terpene synthase,Streptomyces mirabilis,68239,SAMN02787118_107206,307,
A0A1I2NM38,A0A1I2NM38_9ACTN Terpene synthase,Streptomyces mirabilis,68239,SAMN02787118_11565,779,
A0A1I2SR29,A0A1I2SR29_9ACTN Terpene synthase,Streptomyces mirabilis,68239,SAMN02787118_122143,297,
A0A1I3KE05,A0A1I3KE05_9PSEU Terpene synthase,Amycolatopsis sacchari,115433,SAMN05421835_101520,360,
A0A1I3RQH7,A0A1I3RQH7_9ACTN Terpene synthase,Streptosporangium canum,324952,SAMN05216275_109100,746,
A0A1I3ZBA1,A0A1I3ZBA1_9PSEU Terpene synthase,Amycolatopsis sacchari,115433,SAMN05421835_12087,712,
A0A1I3ZKZ0,A0A1I3ZKZ0_9ACTN Terpene synthase,Streptosporangium canum,324952,SAMN05216275_12559,330,
A0A1I4SI37,A0A1I4SI37_9PSEU Terpene synthase,Saccharopolyspora antimicrobica,455193,ATL45_6173,728,
A0A1I4VWD1,A0A1I4VWD1_CHROL Terpene synthase,Chryseobacterium oleae,491207,SAMN05421594_0675,333,
A0A1I4VWE3,A0A1I4VWE3_CHROL Terpene synthase,Chryseobacterium oleae,491207,SAMN05421594_0676,332,
A0A1I4WWY5,A0A1I4WWY5_9ACTN Terpene synthase,Actinomadura madurae,1993,SAMN04489713_101543,331,
A0A1I5P1T3,A0A1I5P1T3_9PSEU Terpene synthase,Amycolatopsis arida,587909,SAMN05421810_102118,363,
A0A1I5QMA9,A0A1I5QMA9_9ACTN Terpene synthase,Actinomadura madurae,1993,SAMN04489713_114188,729,
A0A1I5Y1G8,A0A1I5Y1G8_9BACI Terpene synthase,Salibacterium halotolerans,1884432,SAMN05518683_13410,308,
A0A1I6EXQ6,A0A1I6EXQ6_9PSEU Terpene synthase,Lentzea waywayandensis,84724,SAMN04488564_106192,717,
A0A1I6FEE1,A0A1I6FEE1_9PSEU Terpene synthase,Lentzea waywayandensis,84724,SAMN04488564_113101,354,
A0A1I6FJS3,A0A1I6FJS3_9PSEU Terpene synthase,Lentzea waywayandensis,84724,SAMN04488564_1314,351,
A0A1I6UIS8,A0A1I6UIS8_9PSEU Terpene synthase,Saccharopolyspora flava,95161,SAMN05660874_04927,726,
A0A1I6V2K3,A0A1I6V2K3_9PSEU Terpene synthase,Saccharopolyspora flava,95161,SAMN05660874_05511,312,
A0A1I6VNF1,A0A1I6VNF1_9ACTN Terpene synthase,Streptomyces harbinensis,1176198,SAMN05444716_10944,751,
A0A1I6W0Q4,A0A1I6W0Q4_9ACTN Terpene synthase,Streptomyces harbinensis,1176198,SAMN05444716_111109,339,
A0A1I6X2A5,A0A1I6X2A5_9ACTN Terpene synthase,Actinopolyspora righensis,995060,SAMN04487904_10134,714,
A0A1I6X3Y1,A0A1I6X3Y1_9ACTN Terpene synthase,Actinopolyspora righensis,995060,SAMN04487904_101154,362,
A0A1I6XBJ7,A0A1I6XBJ7_9ACTN Terpene synthase,Actinopolyspora righensis,995060,SAMN04487904_101426,781,
A0A1I7AG24,A0A1I7AG24_9ACTN Terpene synthase,Actinopolyspora righensis,995060,SAMN04487904_1078,740,
A0A1I7CA52,A0A1I7CA52_9BACT Terpene synthase,Algoriphagus locisalis,305507,SAMN04489724_3002,521,
A0A1I7CR28,A0A1I7CR28_9BACT Terpene synthase,Algoriphagus locisalis,305507,SAMN04489724_3345,302,
A0A1I9LLB9,A0A1I9LLB9_ARATH Terpenoid cyclases/Protein prenyltransferases superfamily protein,Arabidopsis thaliana,3702,TPS19,508,
A0A1I9LLD7,A0A1I9LLD7_ARATH Terpenoid cyclases/Protein prenyltransferases superfamily protein,Arabidopsis thaliana,3702,TPS25,498,
A0A1J0CQ93,A0A1J0CQ93_SCANE Terpene synthase,Scapania nemorea,41848,,447,
A0A1J0CQ94,A0A1J0CQ94_9MONI Terpene synthase,Myriopteris rufa,414609,,413,
A0A1J0CQ98,A0A1J0CQ98_9BRYO Terpene synthase,Sphagnum lescurii,128211,,481,
A0A1J0VXZ7,A0A1J0VXZ7_9NOCA Terpene synthase,Nocardia mangyaensis,2213200,BOX37_26710,309,
A0A1J3DLQ3,A0A1J3DLQ3_NOCCA Putative terpenoid synthase 7,Noccaea caerulescens,107243,GA_TR9848_c4_g1_i1_g.32545,598,
A0A1J3DQV0,A0A1J3DQV0_NOCCA Terpenoid synthase 30,Noccaea caerulescens,107243,GA_TR19836_c5_g1_i1_g.65442,611,
A0A1J3FN04,A0A1J3FN04_NOCCA Terpenoid synthase 30,Noccaea caerulescens,107243,LC_TR5565_c0_g1_i1_g.19343,611,
A0A1J3FPS3,A0A1J3FPS3_NOCCA Putative terpenoid synthase 7,Noccaea caerulescens,107243,LC_TR8860_c4_g1_i1_g.30966,598,
A0A1J3GF10,A0A1J3GF10_NOCCA Terpenoid synthase 30,Noccaea caerulescens,107243,LE_TR13285_c0_g1_i1_g.42923,611,
A0A1J3GR19,A0A1J3GR19_NOCCA Terpenoid synthase 1,Noccaea caerulescens,107243,LE_TR19661_c0_g1_i1_g.62707,559,
A0A1J3HCR5,A0A1J3HCR5_NOCCA Terpenoid synthase 25,Noccaea caerulescens,107243,LE_TR3349_c0_g1_i1_g.10992,599,
A0A1J3IJI0,A0A1J3IJI0_NOCCA Terpenoid synthase 25,Noccaea caerulescens,107243,MP_TR25023_c0_g1_i1_g.72288,571,
A0A1J3JN53,A0A1J3JN53_NOCCA Alpha-barbatene synthase,Noccaea caerulescens,107243,MP_TR1865_c0_g1_i1_g.5573,443,
A0A1J3K9L6,A0A1J3K9L6_NOCCA Terpenoid synthase 30,Noccaea caerulescens,107243,MP_TR18337_c0_g1_i1_g.52370,611,
A0A1J4NL37,A0A1J4NL37_9ACTN Terpene synthase,Streptomyces mangrovisoli,1428628,WN71_036135,718,
A0A1J4NXG4,A0A1J4NXG4_9ACTN Terpene synthase,Streptomyces mangrovisoli,1428628,WN71_015095,307,
A0A1J4Q2Z7,A0A1J4Q2Z7_9ACTN Terpene synthase,Streptomyces malaysiense,1428626,VT52_011085,720,
A0A1J4Q3M4,A0A1J4Q3M4_9ACTN Terpene synthase,Streptomyces malaysiense,1428626,VT52_010675,337,
A0A1J7ICH5,A0A1J7ICH5_9PEZI Terpene synthase,Coniochaeta ligniaria NRRL 30616,1408157,CONLIGDRAFT_583628,342,
A0A1J7J4S0,A0A1J7J4S0_9PEZI Terpene synthase,Coniochaeta ligniaria NRRL 30616,1408157,CONLIGDRAFT_681260,395,
A0A1J8PH81,A0A1J8PH81_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_04572,313,
A0A1J8PHN8,A0A1J8PHN8_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_08877,337,
A0A1J8PQE1,A0A1J8PQE1_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_03950,609,
A0A1J8PSZ4,A0A1J8PSZ4_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_12242,347,
A0A1J8PU65,A0A1J8PU65_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_08340,385,
A0A1J8PVU3,A0A1J8PVU3_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_03257,357,
A0A1J8Q314,A0A1J8Q314_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_04965,353,
A0A1J8Q736,A0A1J8Q736_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_04671,337,
A0A1J8Q985,A0A1J8Q985_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_07999,308,
A0A1J8QCJ2,A0A1J8QCJ2_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_08772,348,
A0A1J8QEL5,A0A1J8QEL5_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_10033,348,
A0A1J8QFJ9,A0A1J8QFJ9_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_07544,302,
A0A1J8QFK3,A0A1J8QFK3_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_04226,328,
A0A1J8QGS3,A0A1J8QGS3_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_03061,374,
A0A1J8QLX9,A0A1J8QLX9_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_08339,347,
A0A1J8QR32,A0A1J8QR32_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_03256,340,
A0A1J8R0B0,A0A1J8R0B0_9AGAM Terpene synthase,Rhizopogon vesiculosus,180088,AZE42_10031,345,
A0A1J9QMC3,A0A1J9QMC3_9PEZI Terpene synthase,Diplodia corticola,236234,BKCO1_6700012,408,
A0A1J9QSA5,A0A1J9QSA5_9PEZI Terpene synthase,Diplodia corticola,236234,BKCO1_4400051,376,
A0A1J9RJK7,A0A1J9RJK7_9PEZI Terpene synthase,Diplodia corticola,236234,BKCO1_11700012,327,
A0A1J9RNJ6,A0A1J9RNJ6_9PEZI Terpene synthase,Diplodia corticola,236234,BKCO1_6700051,382,
A0A1J9RV27,A0A1J9RV27_9PEZI Ent-kaurene synthase,Diplodia corticola,236234,BKCO1_1100016,1015,
A0A1J9S3C9,A0A1J9S3C9_9PEZI Terpene synthase,Diplodia corticola,236234,BKCO1_1900071,449,
A0A1J9S814,A0A1J9S814_9PEZI Terpene synthase,Diplodia corticola,236234,BKCO1_1300084,345,
A0A1K1MSU2,A0A1K1MSU2_9BACT Terpene synthase,Chitinophaga sancti,1004,SAMN05661012_00840,319,
A0A1K1NB32,A0A1K1NB32_9BACT Terpene synthase,Chitinophaga sancti,1004,SAMN05661012_01126,324,
A0A1K1T6P7,A0A1K1T6P7_9PSEU Terpene synthase,Amycolatopsis australiensis,546364,SAMN04489730_8486,690,
A0A1K1XM06,A0A1K1XM06_STRAR Terpene synthase,Streptomyces atratus,1893,SAMN02787144_1003396,340,
A0A1K1YD20,A0A1K1YD20_STRAR Terpene synthase,Streptomyces atratus,1893,SAMN02787144_1004204,737,
A0A1K2A0Z3,A0A1K2A0Z3_STRAR Terpene synthase,Streptomyces atratus,1893,SAMN02787144_1006182,329,
A0A1K2IU45,A0A1K2IU45_9FLAO Terpene synthase,Chryseobacterium limigenitum,1612149,SAMN05216324_11473,332,
A0A1K2IW31,A0A1K2IW31_9FLAO Terpene synthase,Chryseobacterium limigenitum,1612149,SAMN05216324_11472,338,
A0A1L3HRY5,A0A1L3HRY5_SALDI Kaurene synthase-like 1,Salvia divinorum,28513,KSL1,590,
A0A1L3HRY8,A0A1L3HRY8_SALDI Kaurene synthase-like 3,Salvia divinorum,28513,KSL3,794,
A0A1L3HRY9,A0A1L3HRY9_SALDI Kaurene synthase-like 2,Salvia divinorum,28513,KSL2,576,
A0A1L7NUB5,A0A1L7NUB5_ORYRU Ent-kaurene synthase like 10,Oryza rufipogon,4529,OrKSL10i,815,
A0A1L7NUB7,A0A1L7NUB7_ORYRU Ent-kaurene synthase like 10,Oryza rufipogon,4529,OrKSL10j,815,
A0A1L7SHI1,A0A1L7SHI1_FUSMA Terpene synthase,Fusarium mangiferae,192010,FMAN_01129,359,
A0A1L7SUL0,A0A1L7SUL0_FUSMA Terpene synthase,Fusarium mangiferae,192010,FMAN_06479,373,
A0A1L7T5P2,A0A1L7T5P2_FUSMA Terpene synthase,Fusarium mangiferae,192010,FMAN_03293,357,
A0A1L7U1J0,A0A1L7U1J0_FUSMA Gibberellin cluster-kaurensynthase,Fusarium mangiferae,192010,FMAN_08250,952,
A0A1L7UKJ5,A0A1L7UKJ5_FUSMA Terpene synthase,Fusarium mangiferae,192010,FMAN_11750,365,
A0A1L7V5Z7,A0A1L7V5Z7_FUSPR Terpene synthase,Fusarium proliferatum (strain ET1),1227346,FPRO_01174,359,
A0A1L7V644,A0A1L7V644_FUSPR Terpene synthase,Fusarium proliferatum (strain ET1),1227346,FPRO_03449,357,
A0A1L7VEZ5,A0A1L7VEZ5_FUSPR Terpene synthase,Fusarium proliferatum (strain ET1),1227346,FPRO_06784,373,
A0A1L7VXF0,A0A1L7VXF0_FUSPR Terpene synthase,Fusarium proliferatum (strain ET1),1227346,FPRO_15738,395,
A0A1L7W357,A0A1L7W357_FUSPR Terpene synthase,Fusarium proliferatum (strain ET1),1227346,FPRO_12247,365,
A0A1L7W4U8,A0A1L7W4U8_FUSPR Gibberellin cluster-kaurensynthase,Fusarium proliferatum (strain ET1),1227346,FPRO_08705,954,
A0A1L7WB22,A0A1L7WB22_FUSPR Terpene synthase,Fusarium proliferatum (strain ET1),1227346,FPRO_16035,378,
A0A1L7WB67,A0A1L7WB67_FUSPR Gibberellin cluster-kaurensynthase,Fusarium proliferatum (strain ET1),1227346,FPRO_16062,951,
A0A1L7WEC9,A0A1L7WEC9_9HELO Terpene synthase,Phialocephala subalpina,576137,PAC_01018,338,
A0A1L7WMZ8,A0A1L7WMZ8_9HELO Terpene synthase,Phialocephala subalpina,576137,PAC_04028,331,
A0A1L7XBA3,A0A1L7XBA3_9HELO Terpene synthase,Phialocephala subalpina,576137,PAC_12198,392,
A0A1L7XMN9,A0A1L7XMN9_9HELO Terpene synthase,Phialocephala subalpina,576137,PAC_16221,336,
A0A1L9B1C8,A0A1L9B1C8_9BACT Terpene synthase,Cystobacter ferrugineus,83449,BON30_36395,312,
A0A1L9BC78,A0A1L9BC78_9BACT Terpene synthase,Cystobacter ferrugineus,83449,BON30_12045,312,
A0A1L9BGF7,A0A1L9BGF7_9BACT Terpene synthase,Cystobacter ferrugineus,83449,BON30_10825,333,
A0A1L9BKF3,A0A1L9BKF3_9BACT Terpene synthase,Cystobacter ferrugineus,83449,BON30_06120,771,
A0A1L9N158,A0A1L9N158_ASPTC Squalene cyclase C-terminal domain-containing protein,Aspergillus tubingensis (strain CBS 134.48),767770,ASPTUDRAFT_57020,566,
A0A1L9N181,A0A1L9N181_ASPTC Terpene synthase,Aspergillus tubingensis (strain CBS 134.48),767770,ASPTUDRAFT_76602,283,
A0A1L9N8T5,A0A1L9N8T5_ASPTC Terpene synthase,Aspergillus tubingensis (strain CBS 134.48),767770,ASPTUDRAFT_119664,336,
A0A1L9NG60,A0A1L9NG60_ASPTC Terpene synthase,Aspergillus tubingensis (strain CBS 134.48),767770,ASPTUDRAFT_61636,344,
A0A1L9NGI2,A0A1L9NGI2_ASPTC Ent-kaurene synthase,Aspergillus tubingensis (strain CBS 134.48),767770,ASPTUDRAFT_919438,953,
A0A1L9NIB4,A0A1L9NIB4_ASPTC Terpene synthase,Aspergillus tubingensis (strain CBS 134.48),767770,ASPTUDRAFT_50022,331,
A0A1L9R925,A0A1L9R925_ASPWE Terpene synthase,Aspergillus wentii DTO 134E9,1073089,ASPWEDRAFT_691717,231,
A0A1L9RI37,A0A1L9RI37_ASPWE Uncharacterized protein,Aspergillus wentii DTO 134E9,1073089,ASPWEDRAFT_136774,690,
A0A1L9RQ05,A0A1L9RQ05_ASPWE Terpene synthase,Aspergillus wentii DTO 134E9,1073089,ASPWEDRAFT_26379,331,
A0A1L9S513,A0A1L9S513_9EURO Terpene synthase,Penicilliopsis zonata CBS 506.65,1073090,ASPZODRAFT_105511,359,
A0A1L9U5X2,A0A1L9U5X2_ASPBC Ent-kaurene synthase,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),767769,ASPBRDRAFT_48097,972,
A0A1L9U8D5,A0A1L9U8D5_ASPBC Terpene synthase,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),767769,ASPBRDRAFT_199648,365,
A0A1L9UEI9,A0A1L9UEI9_ASPBC Terpene synthase,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),767769,ASPBRDRAFT_67084,386,
A0A1L9UMU4,A0A1L9UMU4_ASPBC Terpene synthase,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),767769,ASPBRDRAFT_65135,391,
A0A1L9V238,A0A1L9V238_ASPBC Squalene cyclase C-terminal domain-containing protein,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),767769,ASPBRDRAFT_191242,554,
A0A1L9WX41,A0A1L9WX41_ASPA1 Terpene synthase,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),690307,ASPACDRAFT_1855353,287,
A0A1L9X2D6,A0A1L9X2D6_ASPA1 Uncharacterized protein,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),690307,ASPACDRAFT_1886662,605,
A0A1M2V6W0,A0A1M2V6W0_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_6039,345,
A0A1M2V748,A0A1M2V748_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_6042,407,
A0A1M2V8P4,A0A1M2V8P4_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_5310,301,
A0A1M2VBB3,A0A1M2VBB3_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_4416,333,
A0A1M2VBC7,A0A1M2VBC7_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_4417,342,
A0A1M2VTI9,A0A1M2VTI9_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_12552,346,
A0A1M2W358,A0A1M2W358_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_9141,361,
A0A1M2W6N2,A0A1M2W6N2_TRAPU Terpene synthase,Trametes pubescens,154538,TRAPUB_7379,356,
A0A1M3T600,A0A1M3T600_ASPLC Terpene synthase,Aspergillus luchuensis (strain CBS 106.47),1137211,ASPFODRAFT_701161,342,
A0A1M3T7S3,A0A1M3T7S3_ASPLC Terpene synthase,Aspergillus luchuensis (strain CBS 106.47),1137211,ASPFODRAFT_143314,359,
A0A1M3TWH3,A0A1M3TWH3_ASPLC Terpene cyclase/mutase family member,Aspergillus luchuensis (strain CBS 106.47),1137211,ASPFODRAFT_203518,566,
A0A1M4DWA5,A0A1M4DWA5_9ACTN Terpene synthase,Nonomuraea gerenzanensis,93944,BN4615_P360,746,
A0A1M4E6B1,A0A1M4E6B1_9ACTN Terpene synthase,Nonomuraea gerenzanensis,93944,BN4615_P3902,343,
A0A1M4EKJ4,A0A1M4EKJ4_9ACTN Terpene synthase,Nonomuraea gerenzanensis,93944,BN4615_P8784,288,
A0A1M4SZ11,A0A1M4SZ11_9BACL Terpene synthase,Seinonella peptonophila,112248,SAMN05444392_101214,324,
A0A1M4T9R6,A0A1M4T9R6_9SPHI Terpene synthase,Pedobacter caeni,288992,SAMN04488522_101131,345,
A0A1M4TAA2,A0A1M4TAA2_9SPHI Terpene synthase,Pedobacter caeni,288992,SAMN04488522_101132,308,
A0A1M4TBN4,A0A1M4TBN4_9SPHI Terpene synthase,Pedobacter caeni,288992,SAMN04488522_101143,313,
A0A1M4TRP0,A0A1M4TRP0_9SPHI Terpene synthase,Pedobacter caeni,288992,SAMN04488522_101291,331,
A0A1M4X6K4,A0A1M4X6K4_9FLAO Terpene synthase,Chryseobacterium arachidis,1416778,SAMN05443633_102229,336,
A0A1M5HWZ9,A0A1M5HWZ9_9SPHI Terpene synthase,Pedobacter caeni,288992,SAMN04488522_104857,330,
A0A1M5HX67,A0A1M5HX67_9SPHI Terpene synthase,Pedobacter caeni,288992,SAMN04488522_104856,340,
A0A1M5IFX9,A0A1M5IFX9_9FLAO Terpene synthase,Chryseobacterium vrystaatense,307480,SAMN02787073_3859,332,
A0A1M5IGD6,A0A1M5IGD6_9FLAO Terpene synthase,Chryseobacterium vrystaatense,307480,SAMN02787073_3861,332,
A0A1M5IGW9,A0A1M5IGW9_9FLAO Terpene synthase,Chryseobacterium vrystaatense,307480,SAMN02787073_3860,341,
A0A1M5SA68,A0A1M5SA68_9FLAO Terpene synthase,Chryseobacterium oranimense,421058,SAMN05421866_2693,345,
A0A1M5SC86,A0A1M5SC86_9FLAO Terpene synthase,Chryseobacterium oranimense,421058,SAMN05421866_2694,333,
A0A1M6Q4T9,A0A1M6Q4T9_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_1001214,317,
A0A1M6QQS9,A0A1M6QQS9_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_100259,328,
A0A1M6RW61,A0A1M6RW61_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_100391,376,
A0A1M7A4D6,A0A1M7A4D6_9BACT Terpene synthase,Chitinophaga jiangningensis,1419482,SAMN05444266_103121,333,
A0A1M7BRW5,A0A1M7BRW5_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_102065,314,
A0A1M7BT67,A0A1M7BT67_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_102066,311,
A0A1M7C0K9,A0A1M7C0K9_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_102114,338,
A0A1M7DZI0,A0A1M7DZI0_9ACTN Terpene synthase,Actinacidiphila paucisporea,310782,SAMN05216499_106235,757,
A0A1M7IQA6,A0A1M7IQA6_9ACTN Terpene synthase,Actinacidiphila paucisporea,310782,SAMN05216499_1116,369,
A0A1M7KFT5,A0A1M7KFT5_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_10614,316,
A0A1M7KH16,A0A1M7KH16_9FLAO Terpene synthase,Chryseobacterium polytrichastri,1302687,SAMN05444267_10613,334,
A0A1M7M5H8,A0A1M7M5H8_9BACT Terpene synthase,Chitinophaga jiangningensis,1419482,SAMN05444266_11258,324,
A0A1N5YI75,A0A1N5YI75_9ACTN Terpene synthase,Micromonospora cremea,709881,SAMN04489832_2955,315,
A0A1N6A6T5,A0A1N6A6T5_9ACTN Terpene synthase,Micromonospora cremea,709881,SAMN04489832_5033,335,
A0A1N6DRV0,A0A1N6DRV0_9BACT Terpene synthase,Chitinophaga niabensis,536979,SAMN04488055_1026,328,
A0A1N6E1F2,A0A1N6E1F2_9BACT Terpene synthase,Chitinophaga niabensis,536979,SAMN04488055_1233,337,
A0A1N6EKI7,A0A1N6EKI7_9BACT Terpene synthase,Chitinophaga niabensis,536979,SAMN04488055_1675,326,
A0A1N6EMH7,A0A1N6EMH7_9BACT Terpene synthase,Chitinophaga niabensis,536979,SAMN04488055_1713,329,
A0A1N6JWJ2,A0A1N6JWJ2_9BACT Terpene synthase,Chitinophaga niabensis,536979,SAMN04488055_4581,330,
